original_id,path,class_id,split,duplicate_group_id,sha256,phash64
XIE24_ORIG_000025,class_000/XIE24_ORIG_000025.jpg,0,train,GROUP_000025,239ebf265f90fb748a3888ca297f869b0b49b0b52319debd34540152b9d93f19,0bd7b95bcb2462f2
XIE24_ORIG_000026,class_000/XIE24_ORIG_000026.jpg,0,train,GROUP_000026,5b6faa2644ef83099804692f5ce184cfe11e8813b37b7a848cc3f216cedfd0e7,f1ce8c24c0e723f7
XIE24_ORIG_000027,class_000/XIE24_ORIG_000027.jpg,0,train,GROUP_000027,b0cf5b528b1002dbca658f53a8a8d822af55b97a9b6e17710aafa1502d3caa9a,2a2e85ed4eb5f5a2
XIE24_ORIG_000028,class_000/XIE24_ORIG_000028.jpg,0,train,GROUP_000028,db5550559b126c1a8cbf8a43b8a80f8639e94d119c97217f51f838a19bb70384,69a8a755c1051891
XIE24_ORIG_000029,class_000/XIE24_ORIG_000029.jpg,0,train,GROUP_000029,090080d450dda90a44512279ea0bf08389ac4caf45f74055630a5bcff0cf065a,60860247d3845d83
XIE24_ORIG_000030,class_000/XIE24_ORIG_000030.jpg,0,train,GROUP_000030,5a7ec973b95a522d582566b2f29b9bbe54801b038728bac13168d2b710a50201,0a989df7ceb167d4
XIE24_ORIG_000031,class_000/XIE24_ORIG_000031.jpg,0,train,GROUP_000031,983fbca4f1941f303f824a47d77b019c136ba5a149657fa662aa596354ac2d1f,4449d182db996bb0
XIE24_ORIG_000032,class_000/XIE24_ORIG_000032.jpg,0,train,GROUP_000032,318c5091b50fc19e4c9c82540555974b1256c7226ab018f8896c1308939c7a27,a3b504f9ee35fd2b
XIE24_ORIG_000033,class_000/XIE24_ORIG_000033.jpg,0,train,GROUP_000033,9067247bfe416f34a58079f859196671d413fae908e520a3aec5f1aeadae2e41,4c3ecfc74381cc37
XIE24_ORIG_000034,class_000/XIE24_ORIG_000034.jpg,0,train,GROUP_000034,3c4cf51c5c36786571caad57463920ccdba74b3ab6391b06eb675400994294d0,bc433458286fbbd4
XIE24_ORIG_000035,class_000/XIE24_ORIG_000035.jpg,0,train,GROUP_000035,37867d64762642cf50cc4b68a154378085fe7e5952a12f483b664d24ecbae05c,9de6c167d14dacfd
XIE24_ORIG_000036,class_000/XIE24_ORIG_000036.jpg,0,train,GROUP_000036,8fb1e6fa41fa4f7fedaa4db6b904929350073882315d910d5f5d6b8f42e67563,ea1c84d725dfbd9d
XIE24_ORIG_000037,class_000/XIE24_ORIG_000037.jpg,0,train,GROUP_000037,50561dc1dcc158dc2ff87d274674c5d153447d63a7553b55648848a0f0631c83,4df078172d88eb59
XIE24_ORIG_000038,class_000/XIE24_ORIG_000038.jpg,0,train,GROUP_000038,4fdc791e85def76d62177364cd7e0daee3e3987f5e3c7b8226ff6c4f1325f5b5,68332272c3cbe6da
XIE24_ORIG_000039,class_000/XIE24_ORIG_000039.jpg,0,train,GROUP_000039,91e2ece869fe9ee6e867effba5d1504caffa91f88189d2d1631cfd78800b3714,0671e76261b1d749
XIE24_ORIG_000040,class_000/XIE24_ORIG_000040.jpg,0,train,GROUP_000040,2c389259400c58c4f61ab0fa76b821ae9ed28b072fdc2f8d2c21816f73e9ad80,bc93c6b633fc0957
XIE24_ORIG_000041,class_000/XIE24_ORIG_000041.jpg,0,train,GROUP_000041,4cc0ecbcc326d9391b86533cc92f46c2dedd6a2999f9a71555d3d6909bb25186,a09360568e9af3f6
XIE24_ORIG_000042,class_000/XIE24_ORIG_000042.jpg,0,train,GROUP_000042,39c6775ef9fde99f2b04f6b6ca23a5b120c58a706c4fd884a0163edca37b9128,024adbb966fe1685
XIE24_ORIG_000043,class_000/XIE24_ORIG_000043.jpg,0,train,GROUP_000043,091e7e5c0d55ca404a5e2323f6726960269a0fbb7b9b4f9d4195999aa2571c80,4270a2798c282659
XIE24_ORIG_000044,class_000/XIE24_ORIG_000044.jpg,0,train,GROUP_000044,5551ed6fceb9075c6993dd2294a257aba0eabd53787809c2b8ab6c7e5604f9af,bbc8c218298e2ce1
XIE24_ORIG_000045,class_000/XIE24_ORIG_000045.jpg,0,train,GROUP_000045,94780f93e76b7d7a35a0126983f8a9e97213a831bfbfd2c821924ac216fba3ba,c551916ca7e948e8
XIE24_ORIG_000046,class_000/XIE24_ORIG_000046.jpg,0,train,GROUP_000046,a8350905fa9b83915bf493cebe6135851411eb901c20021a68127dd565496dc9,e135b25584e4d653
XIE24_ORIG_000047,class_000/XIE24_ORIG_000047.jpg,0,train,GROUP_000047,6e6bb4eb64bd161a41ec0a2efd45bee1241182573d3c943d50c9a73520c7f2d4,b764db57d62a0289
XIE24_ORIG_000048,class_000/XIE24_ORIG_000048.jpg,0,train,GROUP_000048,ad93861ff82d1a643fe74bfb59300cf3815aa33e20eedd1b2402a87a1ca331ed,1797704d6dc71497
XIE24_ORIG_000049,class_000/XIE24_ORIG_000049.jpg,0,train,GROUP_000049,fd719aae2581e0d62991376c4da1bc17b8619dda2c7b8973a12f22156d026a2b,b540bd797d998368
XIE24_ORIG_000050,class_000/XIE24_ORIG_000050.jpg,0,train,GROUP_000050,cf27e7dec8269f5dede49c476a9455150b8508eb4a1d7c605eb46652fd3fedcb,ad0a664f37ce55ab
XIE24_ORIG_000051,class_000/XIE24_ORIG_000051.jpg,0,train,GROUP_000051,546c2adeac389e60d3a4d3bc7fef1917d7e9b332a42e28c3ddad53a31254a720,01a1a701c142cedb
XIE24_ORIG_000052,class_000/XIE24_ORIG_000052.jpg,0,train,GROUP_000052,c79f9bf8f58abf0e8bba590e43796b84e6f62c54b3dd2f7f822e47ca647ed2d2,afcbf60b6e3425bd
XIE24_ORIG_000053,class_000/XIE24_ORIG_000053.jpg,0,train,GROUP_000053,29216d62c6029155e332349173e82e79c3668cfc4f32059c27d344c14b737497,f7e84c33581306bc
XIE24_ORIG_000054,class_000/XIE24_ORIG_000054.jpg,0,train,GROUP_000054,98c2be494b79a8c50fcfdf27e700aa07472a816b4fd81d2a72a683ee318a7e20,d776f4f781ae08b0
XIE24_ORIG_000055,class_000/XIE24_ORIG_000055.jpg,0,train,GROUP_000055,6abf9f2b64b1d6230f97b4d5890eeb06a5cf98df5e4d56acbf421608b6179f93,9cd310fdbc549098
XIE24_ORIG_000056,class_000/XIE24_ORIG_000056.jpg,0,train,GROUP_000056,430a2e33115818daefbbb3260367f6dc8306a3d05d476c5574d6849043c89485,082c2ad8b3a1a613
XIE24_ORIG_000057,class_000/XIE24_ORIG_000057.jpg,0,train,GROUP_000057,6e35184e7066167260b5f1b3f53bdb3c08d0ee875eadcd0bea29d7e04e707db1,64480cc82d3dfae7
XIE24_ORIG_000058,class_000/XIE24_ORIG_000058.jpg,0,train,GROUP_000058,140491803ea7bc6261c9502c8bf1195ea3a9325c6c1d383317fb3bf340101bdd,21a2ef49952e5b3f
XIE24_ORIG_000059,class_000/XIE24_ORIG_000059.jpg,0,train,GROUP_000059,838347e4d435885e61ebe66b28a1959f698aec02e8e91c8d1518e77d2467da9a,a4898712997fef99
XIE24_ORIG_000060,class_001/XIE24_ORIG_000060.jpg,1,train,GROUP_000060,c2bb9ca2bd5739a2e129cd3d48b643a8b2912734cd326e1e4c99181081e0d0b6,8bf2f8aedd50abbb
XIE24_ORIG_000061,class_001/XIE24_ORIG_000061.jpg,1,train,GROUP_000061,502d5a19e11fa44063bd3847ba200b00f10aab727522c3effff9604ace902fb9,97d2e56f3e207bdf
XIE24_ORIG_000062,class_001/XIE24_ORIG_000062.jpg,1,train,GROUP_000062,cf24a2cd81a6e35471feb24c555f249099ff89fe6217ce18c97f03179a5d3634,991d7961b9d30882
XIE24_ORIG_000063,class_001/XIE24_ORIG_000063.jpg,1,train,GROUP_000063,ef8770e424a9628c20ef04053e2c334e9d0309b60b8120bbe8f0ea5d1d05913e,9d1d3e7f16d84d16
XIE24_ORIG_000064,class_001/XIE24_ORIG_000064.jpg,1,train,GROUP_000064,7be39e09dab86e7df91777914dc9d8299dcd2fad7cfb0836dd584b6b5a18876d,eb19d9b28683fa56
XIE24_ORIG_000065,class_001/XIE24_ORIG_000065.jpg,1,train,GROUP_000065,bfc4cafaee5f9f328192607b77876e385e9f88798e3479b1b3e547b2d3319908,d958e7e45a78ec35
XIE24_ORIG_000066,class_001/XIE24_ORIG_000066.jpg,1,train,GROUP_000066,1309989a700b671f47a76bf7a16d6400f7ad2ecb3c607c5593d6e32f36bde578,6783e5c811047298
XIE24_ORIG_000067,class_001/XIE24_ORIG_000067.jpg,1,train,GROUP_000067,c6a1fc138a1f1c79904561b9b5d3dac027055204bcdbb5f10bce1601724b9eba,c0eccdd3483c8e9e
XIE24_ORIG_000068,class_001/XIE24_ORIG_000068.jpg,1,train,GROUP_000068,b9ff77af39bf58fa29e2e011109129715a804de79dfb118062c6a5f0691af6e1,d372e39d96b094be
XIE24_ORIG_000069,class_001/XIE24_ORIG_000069.jpg,1,train,GROUP_000069,edab3c7217f55a0f2f2d1e700233c53310c044bdb39a1688a5c316ef6eb742f6,eece3e53009e11a7
XIE24_ORIG_000070,class_001/XIE24_ORIG_000070.jpg,1,train,GROUP_000070,c5dd9bcbad358aa9fd4e2b886edb3bb5a198f28c4caa9b4cc916136ffe7a62f6,b2a56fbecaf6a601
XIE24_ORIG_000071,class_001/XIE24_ORIG_000071.jpg,1,train,GROUP_000071,3ab1336f3755b85ef2e3eabbd099a7a8cb5362922d6c0fb10a9ca0a725578b8e,ea3f9cdfe50ab897
XIE24_ORIG_000072,class_001/XIE24_ORIG_000072.jpg,1,train,GROUP_000072,3dd75dcf9227b9f62a393b57ec159215d586fcadc5bd68c545eee636ec713ce3,283f9f82c71d37ef
XIE24_ORIG_000073,class_001/XIE24_ORIG_000073.jpg,1,train,GROUP_000073,d73ec59c7764f2ef325f58571471f519ddae0841bd5a6ddb002ca833b4b7245d,75ec092f71f8a98e
XIE24_ORIG_000074,class_001/XIE24_ORIG_000074.jpg,1,train,GROUP_000074,eb3d840e3b97fba66e0cc94449c84996e14b25833e794c2721718d42441ae4a9,b054d500efc390f0
XIE24_ORIG_000075,class_001/XIE24_ORIG_000075.jpg,1,train,GROUP_000075,60f3c8ef8d96890531554bbec77e1f5775a9d8b47b616bb4c028c547ef12e12c,77d5f375c8306414
XIE24_ORIG_000076,class_001/XIE24_ORIG_000076.jpg,1,train,GROUP_000076,5dad16c546bf6b4fc5e909aeaf9c791597f1411297ebd6cafe1b815f22deccf0,a5867e0c0e54d011
XIE24_ORIG_000077,class_001/XIE24_ORIG_000077.jpg,1,train,GROUP_000077,a7293a061d9c7dc67652f9db183c6e943c075d697ba8720f3e6f70433a120dcf,9d8c76832c11bdaf
XIE24_ORIG_000078,class_001/XIE24_ORIG_000078.jpg,1,train,GROUP_000078,02c2b11d731503a68a75b0fd2e7ee298ae95da89848220127b153918778382c2,a0986c8326312b66
XIE24_ORIG_000079,class_001/XIE24_ORIG_000079.jpg,1,train,GROUP_000079,c09a48060f599444eb826db6cc2391b0ced120eb7666a080fb35936b9774d6c1,40532a9dc1b2b29c
XIE24_ORIG_000080,class_001/XIE24_ORIG_000080.jpg,1,train,GROUP_000080,d636e371dec8dfe46d16f5f7556afdd2cf862ec4a29ad9e76a0011a6e74fb59f,e01102839d400eaa
XIE24_ORIG_000081,class_001/XIE24_ORIG_000081.jpg,1,train,GROUP_000081,b698be5d8bc270de0f52d7d3ad9d14f7cd646ff4f9412d828fd1bb90a39ecb35,016bb2abaddb30f4
XIE24_ORIG_000082,class_001/XIE24_ORIG_000082.jpg,1,train,GROUP_000082,0e17eedd1a33b47a20dabef4abb4db144432c33a0f415314224965f521c4d958,df776c92f0206a6c
XIE24_ORIG_000083,class_001/XIE24_ORIG_000083.jpg,1,train,GROUP_000083,b4000f8deae7266f4b2ac3ff356325da0ec78a1786c764d3e9e986fce32ddc38,0b64045539a54e11
XIE24_ORIG_000084,class_001/XIE24_ORIG_000084.jpg,1,train,GROUP_000084,5d76a7842b1b810b0bb39c5e30462f80f73aef63f044653f0af665c12948ee1e,3abc5ea589933428
XIE24_ORIG_000085,class_001/XIE24_ORIG_000085.jpg,1,train,GROUP_000085,6f9b3fcc9ade5c6a6ee6f44056ebccb29a1d727d218afc762dceeb07d7931dea,6500a71adc863142
XIE24_ORIG_000086,class_001/XIE24_ORIG_000086.jpg,1,train,GROUP_000086,275b13128d9ebfe918faf322ebb943236186c95520a035a7ab364cd290032b03,9289367a17733fba
XIE24_ORIG_000087,class_001/XIE24_ORIG_000087.jpg,1,train,GROUP_000087,a91c401c8c7e272f564097dd200d3e58a3b46bdcf6618975c512c899d21f8184,0066934c227df76c
XIE24_ORIG_000088,class_001/XIE24_ORIG_000088.jpg,1,train,GROUP_000088,186b0dd923b5a8fa890f1a042c4ddd8b9637545aa99caaaa01977b37b94738d1,83f26ac41cc2191e
XIE24_ORIG_000089,class_001/XIE24_ORIG_000089.jpg,1,train,GROUP_000089,acd11cda328d6bd25f29c9e9b6538ae887e13d6f3ce858bed3920bf573c6fc57,3efda6b1f1cb2d68
XIE24_ORIG_000090,class_001/XIE24_ORIG_000090.jpg,1,train,GROUP_000090,16189b54ab6b5ef6be75a60331682c9810a9c01fda5611d533f937798d6d0127,211bc3e4b30017a0
XIE24_ORIG_000091,class_001/XIE24_ORIG_000091.jpg,1,train,GROUP_000091,8773cc02ca68f127789735bb3019748253d39dc033bcea3cf98c7fe66e0682a3,bb2fb56630d10584
XIE24_ORIG_000092,class_001/XIE24_ORIG_000092.jpg,1,train,GROUP_000092,87d943233b62f111b8f537386a3956d2e859527902c23de99062927c07faa1ab,7654072ed64231bd
XIE24_ORIG_000093,class_001/XIE24_ORIG_000093.jpg,1,train,GROUP_000093,080e8a40cf82abc392393f0f5c396d5cb0a447322e97c4bba8a87209dc0ade50,577ae80c56e65142
XIE24_ORIG_000094,class_001/XIE24_ORIG_000094.jpg,1,train,GROUP_000094,0df22cd92157ec0ae038d0c53caf1194d996713e81467bbdd36b52cd2c007960,ba0194758d73ecbd
XIE24_ORIG_000095,class_001/XIE24_ORIG_000095.jpg,1,train,GROUP_000095,a865024405de45dfa7572257f10164475a536d7ca1f8d1eb45bafade82ac3718,2287cd21094bf98e
XIE24_ORIG_000096,class_001/XIE24_ORIG_000096.jpg,1,train,GROUP_000096,bf1e8aa77377d6c4c1cfbf3b4ea74cbf9c8d18af6fcb8de9e0710afd9129a074,99cdceac9553b853
XIE24_ORIG_000097,class_001/XIE24_ORIG_000097.jpg,1,train,GROUP_000097,4ed448a2e622ed968edb524738e9d6449f6012881b902ffb4bb6e468386fed4f,79369e36ec69a68b
XIE24_ORIG_000098,class_001/XIE24_ORIG_000098.jpg,1,train,GROUP_000098,85de4bc2240ae9e2b7b4094f02ac8fdb989ae2baac1c61aefd7ab3e64128c22c,67d7dc80d4d4d060
XIE24_ORIG_000099,class_001/XIE24_ORIG_000099.jpg,1,train,GROUP_000099,e785e3f7f666213de40847326c66a761236276466b6b91fb41a1b0c352acf7ba,bc335c74808267d6
XIE24_ORIG_000100,class_001/XIE24_ORIG_000100.jpg,1,train,GROUP_000100,2f1e7977fe7e99a750d7fbb60af787a1ad80a9722e857ad93a1de7917929d0f7,63e228caf430bece
XIE24_ORIG_000101,class_001/XIE24_ORIG_000101.jpg,1,train,GROUP_000101,d4424c680e0871fa8e8601fd11fd5b4b4d5a705e36741d9b03dd871f98521277,d926c0f5bc3139d6
XIE24_ORIG_000102,class_001/XIE24_ORIG_000102.jpg,1,train,GROUP_000102,aa87d3d943a96193d16dc2c8171748a345f8b80648c645b99b3e25a75bc41157,ef35361cb608cb77
XIE24_ORIG_000103,class_001/XIE24_ORIG_000103.jpg,1,train,GROUP_000103,ef0a90c7eed772724d227c87393c756e8b0e1f319798d8ab9b15705158750085,adb640531889b0c2
XIE24_ORIG_000104,class_001/XIE24_ORIG_000104.jpg,1,train,GROUP_000104,17f459b2e2d92d6d0dc7a3933dca5361ccb7972a6811c8048b1a65eab5583ab2,dce19fa07e1f2df4
XIE24_ORIG_000105,class_001/XIE24_ORIG_000105.jpg,1,train,GROUP_000105,5f985a65f6a5a3bc89e53ec98e1f6fcc4c22e36b05fc8b488dec548a0aecca72,94a5feb913e8d3c9
XIE24_ORIG_000106,class_001/XIE24_ORIG_000106.jpg,1,train,GROUP_000106,81014b4d862497c07aff40a3b64cd5836184fa67da07f0bcde601214c39cda42,06a4e133c40af602
XIE24_ORIG_000107,class_001/XIE24_ORIG_000107.jpg,1,train,GROUP_000107,8dff26db833fcc8efb0c2029afe5d32378a816586eace9dcc57d4e7f7ada5c60,c791b8b64dcc1ac5
XIE24_ORIG_000108,class_001/XIE24_ORIG_000108.jpg,1,train,GROUP_000108,fce946d8b9af7c2629bf6909d7afdb0c0453e81fac41db1e37c0750f4d68d4ec,8b1ad0b58a1551d7
XIE24_ORIG_000109,class_001/XIE24_ORIG_000109.jpg,1,train,GROUP_000109,840e64ab46be8a8064491ed554429f7ad0bf82fd8b1c11bbcffbd549906340e8,e29374e0401848b2
XIE24_ORIG_000110,class_001/XIE24_ORIG_000110.jpg,1,train,GROUP_000110,e9a4c812f694e084d408eb4462b65fc81f7c88e48366af7b9efbab3e82525894,4e658a9553d1b37f
XIE24_ORIG_000111,class_001/XIE24_ORIG_000111.jpg,1,train,GROUP_000111,a4ee465959f998cab431425c1bda28e6642a377bebe2e07e0e260492dd62e663,32754c3bf3181e98
XIE24_ORIG_000112,class_001/XIE24_ORIG_000112.jpg,1,train,GROUP_000112,bd32796b785f97c936317ec9d26dab3d23bbafd2a6184e64dc2124f94832716f,c1d78a3a409d888f
XIE24_ORIG_000113,class_001/XIE24_ORIG_000113.jpg,1,train,GROUP_000113,86a8bc14fa0fa262229860b18fe982b0fe5934a366752c1bb3c6d6e79f4c5a4e,1022cb36c8117eb9
XIE24_ORIG_000114,class_001/XIE24_ORIG_000114.jpg,1,train,GROUP_000114,95adf4807c64a994cdd80e8fd808f283260e92946816379f7413da0cc4d3d088,a130ab26d07ceb50
XIE24_ORIG_000115,class_001/XIE24_ORIG_000115.jpg,1,train,GROUP_000115,1717bf0fcaf7543cf4b9d482c6028e976acad7592900b2e9b8cc1abe0994e40e,7a88f1301a045d64
XIE24_ORIG_000116,class_001/XIE24_ORIG_000116.jpg,1,train,GROUP_000116,81e197e976eafc3774a9dae2596b5569df0bafbe49236b4d14257239f8d4c5a7,0c9ecb3558dfa326
XIE24_ORIG_000117,class_001/XIE24_ORIG_000117.jpg,1,train,GROUP_000117,810fdee319febe09a9526b43705b9be546906bbaea5911fb647c5c938c6dba2b,949093c84b866a50
XIE24_ORIG_000118,class_001/XIE24_ORIG_000118.jpg,1,train,GROUP_000118,20c41172f01c8b28d55f3d416036e57fecb22868719ebef7130e4dcdb47b7f67,028442a390e52c32
XIE24_ORIG_000119,class_002/XIE24_ORIG_000119.jpg,2,train,GROUP_000119,43d4bfee3f9abdee9c0a6b1ab3498a300d67bc0534d8d357d9fc135eba6efcc0,aa9daed46e073330
XIE24_ORIG_000120,class_002/XIE24_ORIG_000120.jpg,2,train,GROUP_000120,feebc07c41436379afaec759842f4f79620bea7efc9b29d0a1d5a524cf711621,54d9a6cd9809cb0b
XIE24_ORIG_000121,class_002/XIE24_ORIG_000121.jpg,2,train,GROUP_000121,4b0e7b076b2a46a0599a29ebefbf6f926ba8770e341ab499ec59890aa4af4083,71ff861c09a5e6b6
XIE24_ORIG_000122,class_002/XIE24_ORIG_000122.jpg,2,train,GROUP_000122,2e385c204b78177dcc4cfd3889e31ec94b66821214544dd632999e0134c29621,9f06d1f16380f1e4
XIE24_ORIG_000123,class_002/XIE24_ORIG_000123.jpg,2,train,GROUP_000123,8e3512a0cdb9a78e2ce6889a7e30658a9ff3e6b64bcd71c7948aac920226ad02,38673a9f80a89b6c
XIE24_ORIG_000124,class_002/XIE24_ORIG_000124.jpg,2,train,GROUP_000124,8980d519ab4826afcb106a1f06f563d55f17b7c734449c07775ed36a2911af37,d9568bde8964b921
XIE24_ORIG_000125,class_002/XIE24_ORIG_000125.jpg,2,train,GROUP_000125,8958821f75166cd37b395c2ffc1d941b20298dcb31a999c6ad9807eeb78e115d,f656a2f2af5f9444
XIE24_ORIG_000126,class_002/XIE24_ORIG_000126.jpg,2,train,GROUP_000126,64868e36f49beb78b6d6aee5b7508642797a44b9e89bca4654118ccbfc3c608c,2553f8f624ff2888
XIE24_ORIG_000127,class_002/XIE24_ORIG_000127.jpg,2,train,GROUP_000127,f410d8dede262a15786cef8ee2c6d6505e7f72da6fda8603405c3b683ebafb94,cba68d9d55dd2dc7
XIE24_ORIG_000128,class_002/XIE24_ORIG_000128.jpg,2,train,GROUP_000128,26da21baf6e5715469339e4b1854fd7215d162b5e2941eb5bb4ac73350d4ccf0,1378c8eb3430b772
XIE24_ORIG_000129,class_002/XIE24_ORIG_000129.jpg,2,train,GROUP_000129,3c5d005aec441ef85256efca4635caa26d39fa1cc5122c81626d4e6f71aa70ab,c9c58ec89da70e97
XIE24_ORIG_000130,class_002/XIE24_ORIG_000130.jpg,2,train,GROUP_000130,53f6fba19b6806fa03a3e7034c4ff665f74d6c85f86f9a3f50e9c6ed35035ab0,290977a55fb6f0f8
XIE24_ORIG_000131,class_002/XIE24_ORIG_000131.jpg,2,train,GROUP_000131,b45bec323954f1b4d1b3b26669e000edc3d24fc4641f7dcecfe8bb1a7af86af5,68c92b9c6bc0ca48
XIE24_ORIG_000132,class_002/XIE24_ORIG_000132.jpg,2,train,GROUP_000132,09cf37212e923f44563ee36f1acda0d15afc1d9dc3b9c31dfef0c37216cd03e6,a8cb6893eecec507
XIE24_ORIG_000133,class_002/XIE24_ORIG_000133.jpg,2,train,GROUP_000133,0cc1c8bbfa8bddcae88e1b64d8b40d3e8f8181673f71d30fcf0f837994c452c6,fa4bbbcec3c6623f
XIE24_ORIG_000134,class_002/XIE24_ORIG_000134.jpg,2,train,GROUP_000134,1f648e4f5c66468c6499f4349b6418381c59131cd73796a467c51fc1e220c944,ee1c0cd77529aa25
XIE24_ORIG_000135,class_002/XIE24_ORIG_000135.jpg,2,train,GROUP_000135,ba8f2f7a0903d61ac8efc7d99e23eeeab72a1f09383798395fd07405de6561d1,2aadad9d05a864ce
XIE24_ORIG_000136,class_002/XIE24_ORIG_000136.jpg,2,train,GROUP_000136,1b21a56c39e51b8abc951f6f0e7f86ea9a25405dce1382d4ebc3c1cfc1c16a9a,a37acb991f44e2fc
XIE24_ORIG_000137,class_002/XIE24_ORIG_000137.jpg,2,train,GROUP_000137,1e2b4527a6f90d9e3cc81b903f8144d3a0ac32283550fdf413a420c43971ae15,ba05d80c0d95d44a
XIE24_ORIG_000138,class_002/XIE24_ORIG_000138.jpg,2,train,GROUP_000138,f319ca6abccceb273986304303750c525c79de98bdd9bc6b779b18673ffab89a,a58def62a9ef870e
